1622,11863,1283814306,2054102886,1283814306,1968515266,1379120912,1551296798,1262271049,1447164889,17086,44422,0,13106,0,98516234517295,
1438,5029,213969051,1369401927,1069845255,2032705980,1187814368,1379120913,1416349253,1508796173,0,51258,0,6553,0,14073747788185,
1714,4544,213969051,1369401927,855876204,1112639064,1379120912,1474774182,1223751498,1466424670,51258,82011,6553,59635,0,42221243364555,
1318,8388,213969051,1369401927,1283814306,1540577166,1379120912,1532166144,1262271049,1293086689,17086,30754,0,6553,0,112589982305480,
1017,5350,641907153,1690355505,855876204,984257634,1379120912,1532166144,1377829702,1551167677,8543,31607,0,13106,0,126663730093665,
1263,7557,641907153,1690355505,213969051,1561974073,1506658608,1519412378,1493388355,1555019635,0,34172,6553,47839,0,70368738940925,
1714,4359,855876204,1112639064,0,1497783357,996507824,1455643528,1377829702,1435609027,51258,78594,6553,53737,0,112589982305480,
1012,8032,641907153,1840133841,213969051,1561974073,1506658608,1519412378,1416349253,1508796173,0,17086,6553,53737,0,70368738940925,
1959,11623,427938102,1797340030,1283814306,1882927646,1506658608,1557673688,1339310151,1524203991,0,68344,6553,59635,0,42221243364555,
1010,5056,1283814306,2054102886,1069845255,1925721455,1379120912,1551296798,1416349253,1477980533,34172,70047,6553,41941,0,56294991152740,
1167,2024,1283814306,1454989546,1283814306,1711752406,1251583216,1411005336,1300790600,1543463765,34172,70047,0,6553,0,56294991152740,
1263,3927,427938102,1968515271,1069845255,1925721455,1442889760,1519412374,1493388355,1516500085,25629,79449,0,39318,0,0,
1204,8610,213969051,1947118365,641907153,1840133841,1379120912,1455643528,1185231947,1454868804,8543,70047,0,19659,56294991152740,98516234517295,
1622,11325,1283814306,1369401926,213969051,1369401927,996507824,1513035491,1262271049,1508796169,17086,37588,0,52424,0,14073747788185,
1226,4390,641907153,1390798833,855876204,1626164784,1315352064,1391874681,1300790600,1516500080,0,8543,0,39318,0,14073747788185,
1470,7118,427938102,1112639066,427938102,1454989548,1379120912,1513035490,1454868804,1535759859,25629,79449,6553,41941,0,84442486729110,
1095,3250,1069845255,1818736930,427938102,1968515271,1251583216,1347236488,1223751498,1501092266,0,34172,0,39318,0,70368738940925,
1622,13602,427938102,1626164789,1283814306,1711752406,1124045520,1481151064,1223751498,1501092266,17086,58090,0,39318,0,28147495576370,
1868,5942,1069845255,1283814305,855876204,1112639064,1379120912,1493904836,1185231947,1300790600,59801,77735,6553,53737,0,112589982305480,
1281,3557,1069845255,1818736930,0,1497783357,996507824,1340859602,1416349253,1539611813,0,76887,0,32765,0,84442486729110,
1714,4423,855876204,1112639064,855876204,2011309074,1060276672,1468397296,1339310151,1501092261,42715,68341,6553,41941,0,70368738940925,
