1398,143017,search_range,18,36,145570,5320260,4,4,1,1,19946136,19977690,19947930,19954550,19946387,19960323,35367407,37586285,19931663,19970975
1518,493110,search_range,30,42,1518407,7801985,5,5,2,2,19928359,19954779,19959158,19976654,19939144,19977016,8208448,18077996,19921528,19963017
1632,506962,search_range,23,39,4405678,8059240,6,6,4,4,19938501,19951311,19932883,19971395,19931037,19941075,35379480,50903170,19935206,19971678
1700,2286635,search_range,45,45,6400675,8857237,3,3,1,1,19933988,19971756,19935688,19962892,19943902,19955101,24103924,50865732,19945137,19977231
1016,2069845,search_range,20,38,6172124,8333534,6,6,0,0,19945152,19977597,19948312,19954856,19955444,19976068,9523799,47949711,19940476,19964668
1652,581554,search_range,6,18,1047143,3881483,6,6,2,2,19953018,19967108,19939899,19972803,19939993,19968854,33208964,38078408,19939864,19964422
1269,129264,search_range,17,29,2882849,3644059,7,7,7,7,19954651,19970581,19958803,19961025,19960018,19964260,23356627,47296319,19944881,19955657
1016,3118627,search_range,25,29,3536409,9103241,6,6,3,3,19949816,19959230,19927527,19943577,19939425,19968685,14882633,53288828,19939525,19951906
1234,3838416,search_range,38,43,6207625,10066213,4,4,2,2,19947089,19974377,19946978,19950383,19947033,19974385,20681044,42806128,19946880,19974016
1693,12010909,search_range,49,49,3130543,6076303,5,5,0,0,19949157,19974789,19927320,19970288,19930075,19960765,15900502,32562774,19935102,19953382
1453,365033,search_range,1,46,2542706,3337930,3,3,7,7,19960792,19979161,19958868,19974380,19964613,19974579,22349981,25870601,19949172,19968150
1450,414838,search_range,16,31,2253223,5549911,6,6,2,2,19927896,19970536,19937434,19976665,19967103,19971339,34253641,52895673,19948913,19977614
1478,945204,search_range,26,36,5991487,6892179,3,3,1,1,19959781,19974775,19940882,19964972,19932322,19961668,11629986,43778326,19924055,19958099
1756,5448097,search_range,26,34,2027074,6261009,6,6,2,2,19924436,19941464,19923232,19952132,19942616,19950338,18858083,38207133,19921885,19963122
1896,1318793,search_range,17,41,8002905,9747333,0,4,1,1,19946462,19967306,19945596,19970397,19937893,19955225,22522523,54052817,19934042,19976126
1310,1180571,search_range,42,42,5453905,5958009,1,3,4,4,19961906,19973480,19961915,19977203,19966739,19975433,7300707,22377351,19965266,19974584
1174,344012,search_range,37,45,8205949,9579349,9,9,0,0,19956622,19976286,19945856,19963441,19938330,19976940,11751767,20912651,19957963,19964815
1395,381324,search_range,17,32,1750996,2625391,4,4,7,7,19922689,19963646,19933011,19971427,19934547,19953219,28890571,40356815,19947041,19970673
1036,351022,search_range,29,35,695996,7555261,8,8,5,5,19949320,19955696,19928048,19970432,19957517,19962259,23013959,43739297,19949198,19964998
1253,1668087,search_range,39,42,5849677,6778731,0,5,4,4,19922350,19940005,19931842,19966275,19927570,19959766,19247610,46063609,19928701,19959961
1729,2906790,search_range,44,44,6022044,8258494,2,2,4,4,19948485,19977924,19956772,19978606,19926174,19970214,4446146,20379158,19955542,19965646
1826,3285684,search_range,46,46,5489565,6991179,5,5,4,4,19950287,19975015,19944555,19955496,19927379,19954304,14494543,44637691,19936872,19958837
1262,2386058,search_range,28,40,3114293,9018813,4,4,4,4,19947029,19977782,19966177,19976572,19951627,19969387,22141557,43390335,19959193,19961354
1872,4010299,search_range,41,49,4567466,9309450,2,2,2,2,19949542,19968538,19923723,19963833,19969491,19974187,6149310,52415493,19928999,19975619
1181,13189,search_range,9,45,2566278,8116347,0,8,5,5,19926152,19975697,19931729,19951449,19959068,19974580,37320898,39344427,19950486,19956548
1625,2451624,search_range,44,44,6806338,7912921,2,2,0,0,19938106,19972578,19921070,19951050,19944971,19970353,1392442,29474312,19937354,19967762
1578,1167934,search_range,23,33,2667389,5015657,6,6,5,5,19958266,19969731,19960115,19968479,19953547,19972923,29948851,38231050,19951620,19960374
1291,498316,search_range,43,43,8221512,9585570,1,9,5,5,19940373,19977111,19959305,19976681,19926533,19975754,28645431,37318656,19964872,19972837
1091,352093,search_range,34,40,6774585,7146621,9,9,7,7,19947189,19977798,19930229,19975949,19960819,19979188,26649072,42102627,19962079,19977055
1767,510019,search_range,2,38,202813,1232026,2,2,0,0,19945861,19959997,19930282,19975957,19959205,19972417,13508720,44341942,19945520,19952576
1904,4612628,search_range,42,42,2433654,8882686,8,8,5,5,19942119,19961659,19941911,19961471,19934313,19953077,24841674,31384576,19934503,19976173
1342,523377,search_range,34,41,7752868,8301284,2,2,0,0,19958623,19978936,19952831,19972571,19937861,19972557,24926881,54293251,19953690,19975378
1068,849348,search_range,17,41,6477457,6879206,2,2,3,3,19939844,19972924,19956380,19976100,19955229,19960429,546805,40453371,19928594,19959914
1093,13651826,search_range,44,44,1758669,5253181,8,8,7,7,19955497,19970917,19968741,19972428,19925466,19975650,8877850,33217015,19958821,19972009
1068,760086,search_range,25,41,7357907,8299019,6,6,4,4,19958322,19960610,19958527,19960777,19932331,19961671,13717188,26868888,19949052,19961752
1201,568499,search_range,28,44,7447924,8971434,5,5,0,0,19924084,19964061,19945020,19970227,19944217,19966423,11613132,16207437,19952316,19966556
1434,909665,search_range,28,44,5329736,6879299,6,6,4,4,19964245,19976110,19944939,19962984,19920358,19975141,16529914,32940422,19948981,19971255
1064,1762899,search_range,10,42,5450728,8981682,7,7,4,4,19940524,19964926,19935414,19976463,19967661,19977160,20824121,31843739,19952046,19966421
1311,658198,search_range,4,32,5439827,5945339,9,9,0,0,19939529,19960364,19937200,19954732,19933930,19948120,24602755,34488784,19932948,19956873
1307,10441546,search_range,27,41,2225660,8014163,4,4,4,4,19959607,19961766,19963115,19973861,19928733,19975974,2327924,29942054,19961194,19965114
1747,3083364,search_range,48,48,7076528,9127580,1,3,1,1,19930316,19950668,19942463,19954031,19936761,19963443,12382438,48521438,19927031,19943162
1273,989918,search_range,8,40,6640477,7796818,8,8,6,6,19929026,19960328,19956127,19971067,19931820,19976289,23681084,40618634,19949563,19965183
1169,618347,search_range,19,28,1476865,8691329,9,9,3,3,19927842,19959858,19946973,19953783,19938746,19955738,35680816,46618501,19926268,19969892
1998,7472063,search_range,29,47,149992,3253477,5,5,1,1,19956776,19961660,19927363,19970291,19939940,19964714,7921258,32738723,19958417,19971845
1009,533315,search_range,39,47,4891089,5451475,6,6,4,4,19968914,19973826,19926879,19970199,19961968,19979302,5666993,47178345,19959286,19961437
1769,465188,search_range,40,49,9201596,10106941,3,3,6,6,19958687,19967691,19924051,19969635,19959279,19974644,15268880,40641260,19951319,19971955
1526,2191430,search_range,48,48,6700693,10115518,7,7,6,6,19928287,19954742,19921958,19951493,19950705,19969017,21979760,53998538,19943478,19977066
1003,527808,search_range,4,24,383798,1394913,2,2,4,4,19961597,19979237,19942325,19961675,19970175,19972385,13035801,30843953,19956335,19963673
1016,163529,search_range,27,45,7759513,8033056,9,9,4,4,19942725,19969654,19928240,19975751,19929682,19965767,28324283,54632993,19934637,19953101
1260,258572,search_range,41,46,6938927,10139345,5,5,3,3,19969317,19971693,19964802,19972917,19970169,19972381,34554653,46055418,19962776,19977192
1403,2018895,search_range,44,44,6198060,6627749,3,3,3,3,19941012,19973164,19937486,19963610,19936950,19963518,3632798,30594493,19941739,19969081
1213,369010,search_range,16,37,2293745,8854705,2,2,3,3,19937247,19972407,19921883,19957367,19926978,19943253,37792527,43721625,19936926,19945700
1732,5898206,search_range,23,29,4739638,8192824,1,1,3,3,19945169,19977596,19938240,19963914,19939650,19956282,9870977,43250624,19928519,19944203
1483,3439785,search_range,21,21,334568,5414758,5,5,0,0,19925402,19958882,19934373,19957698,19929619,19945102,11301784,15927224,19925229,19953014
1671,1181343,search_range,6,18,2852123,4380687,8,8,3,3,19955629,19978642,19951656,19972215,19955870,19971086,24744190,28025389,19953180,19978038
1355,5519107,search_range,47,47,5345564,8950130,6,6,5,5,19955370,19960536,19943558,19966040,19958819,19976747,15851354,40874252,19957541,19964519
1551,1932298,search_range,46,46,7846343,9170643,4,4,0,0,19932896,19971536,19951473,19975113,19933163,19976417,2785347,24693683,19944952,19966462
1372,2770278,search_range,42,42,4388689,8663071,1,1,6,6,19952805,19967000,19942882,19961957,19946712,19970876,20267195,23996094,19925727,19964276
1370,2066825,search_range,32,40,6765206,10121972,4,4,2,2,19957438,19978822,19970503,19976815,19928880,19970760,3859700,25338292,19958955,19972059
1886,4462554,search_range,49,49,4831739,8229665,7,7,2,2,19942303,19969526,19930242,19975953,19925120,19975619,5688142,16061750,19940495,19952585
1225,655444,search_range,19,25,3732277,9142413,4,4,3,3,19937887,19955211,19926995,19975622,19942602,19961917,1827636,7400491,19949770,19962182
1241,7318100,search_range,19,22,1723590,7863542,4,4,7,7,19952071,19969549,19945667,19952739,19947059,19960727,13519263,44345107,19933647,19971367
1998,1739941,search_range,30,46,3592222,4282494,7,7,3,3,19963331,19970479,19966245,19973635,19939565,19977059,14994631,44787716,19966277,19970633
1316,495288,search_range,25,35,5375104,6911056,9,9,1,1,19921856,19975262,19939419,19968546,19931241,19971233,21383260,43087012,19927047,19932422
1114,329719,search_range,43,43,6613133,9718581,0,3,3,3,19969125,19975160,19969028,19977428,19967366,19979840,34093511,41132312,19936980,19972036
1938,3853091,search_range,17,26,295305,3355197,0,1,3,3,19948405,19977916,19968350,19978494,19958529,19967609,13626391,48770223,19954853,19975613
